capital = 743
	oob = "USA_1939"
	set_technology = {
		fighter1 = 1
		cv_fighter1 = 1
		heavy_fighter1 = 1
		tactical_bomber1 = 1
		CAS2 = 1
		strategic_bomber1 = 1
		basic_light_tank = 1
		interwar_artillery = 1
		interwar_antitank = 1
		interwar_antiair = 1
		infantry_weapons2 = 1
		support_weapons = 1
		support_weapons2 = 1
		marines = 1
		improved_submarine = 1
		basic_destroyer = 1
		basic_heavy_cruiser = 1
		basic_battlecruiser = 1

		#doctrines
		#Air
		air_superiority = 1
		infrastructure_destruction = 1
		naval_strike_tactics = 1

		sup_delay = 1
		submarine_operations_bs = 1
		carrier_primacy = 1

		#electronics
		electronic_mechanical_engineering = 1
		radio = 1
		radio_detection = 1
		mechanical_computing = 1
		computing_machine = 1
		basic_encryption = 1
		basic_decryption = 1

		#industry
		basic_machine_tools = 1
		improved_machine_tools = 1
		advanced_machine_tools = 1
		synth_oil_experiments = 1
		oil_plant = 1
		improved_oil_plant = 1
		construction1 = 1
		construction2 = 1
		construction3 = 1
		dispersed_industry = 1
		dispersed_industry2 = 1
		dispersed_industry3 = 1
	}
	create_equipment_variant = {
		name = "Martin M166"
		type = tac_bomber_equipment_0
		upgrades = {
			plane_tac_bomb_upgrade = 2
			plane_range_upgrade = 1
			plane_engine_upgrade = 2
			plane_reliability_upgrade = 3
		}
	}
}




set_convoys = 400
set_national_unity = 0.6

set_politics = {

	parties = {
		democratic = {
			popularity = 99
		}

		fascism = {
			popularity = 0
		}

		communism = {
			popularity = 1
			#banned = no #default is no
		}
	}

	ruling_party = democratic
	last_election = "1932.11.8"
	election_frequency = 48
	elections_allowed = yes
}

add_ideas = {
	undisturbed_isolation
	great_depression
	disarmed_nation
	free_trade
	home_of_the_free
}

# DIPLOMACY
# Puppeted Countries
set_autonomy = { target = PHI autonomous_state = autonomy_puppet }

# Incorporated States
set_autonomy = { target = XAL autonomous_state = autonomy_us_state }
set_autonomy = { target = XAZ autonomous_state = autonomy_us_state }
set_autonomy = { target = XAR autonomous_state = autonomy_us_state }
set_autonomy = { target = XCA autonomous_state = autonomy_us_state }
set_autonomy = { target = XCO autonomous_state = autonomy_us_state }
set_autonomy = { target = XFL autonomous_state = autonomy_us_state }
set_autonomy = { target = XGA autonomous_state = autonomy_us_state }
set_autonomy = { target = XID autonomous_state = autonomy_us_state }
set_autonomy = { target = XIL autonomous_state = autonomy_us_state }
set_autonomy = { target = XIN autonomous_state = autonomy_us_state }
set_autonomy = { target = XIA autonomous_state = autonomy_us_state }
set_autonomy = { target = XKS autonomous_state = autonomy_us_state }
set_autonomy = { target = XKY autonomous_state = autonomy_us_state }
set_autonomy = { target = XLA autonomous_state = autonomy_us_state }
set_autonomy = { target = XMD autonomous_state = autonomy_us_state }
set_autonomy = { target = XMI autonomous_state = autonomy_us_state }
set_autonomy = { target = XMN autonomous_state = autonomy_us_state }
set_autonomy = { target = XMS autonomous_state = autonomy_us_state }
set_autonomy = { target = XMO autonomous_state = autonomy_us_state }
set_autonomy = { target = XMT autonomous_state = autonomy_us_state }
set_autonomy = { target = XNE autonomous_state = autonomy_us_state }
set_autonomy = { target = XNV autonomous_state = autonomy_us_state }
set_autonomy = { target = XNJ autonomous_state = autonomy_us_state }
set_autonomy = { target = XNM autonomous_state = autonomy_us_state }
set_autonomy = { target = XNY autonomous_state = autonomy_us_state }
set_autonomy = { target = XNC autonomous_state = autonomy_us_state }
set_autonomy = { target = XND autonomous_state = autonomy_us_state }
set_autonomy = { target = XOH autonomous_state = autonomy_us_state }
set_autonomy = { target = XOK autonomous_state = autonomy_us_state }
set_autonomy = { target = XOR autonomous_state = autonomy_us_state }
set_autonomy = { target = XPA autonomous_state = autonomy_us_state }
set_autonomy = { target = XSC autonomous_state = autonomy_us_state }
set_autonomy = { target = XSD autonomous_state = autonomy_us_state }
set_autonomy = { target = XTN autonomous_state = autonomy_us_state }
set_autonomy = { target = XTX autonomous_state = autonomy_us_state }
set_autonomy = { target = XUT autonomous_state = autonomy_us_state }
set_autonomy = { target = XVA autonomous_state = autonomy_us_state }
set_autonomy = { target = XWA autonomous_state = autonomy_us_state }
set_autonomy = { target = XWV autonomous_state = autonomy_us_state }
set_autonomy = { target = XWI autonomous_state = autonomy_us_state }
set_autonomy = { target = XWY autonomous_state = autonomy_us_state }

# Unincorporated Territories
set_autonomy = { target = XAK autonomous_state = autonomy_us_territory }
set_autonomy = { target = XHI autonomous_state = autonomy_us_territory }
set_autonomy = { target = XGU autonomous_state = autonomy_us_territory }
set_autonomy = { target = XPR autonomous_state = autonomy_us_territory }
set_autonomy = { target = XVI autonomous_state = autonomy_us_territory }

1939.1.1 = {
	set_national_unity = 0.7

	set_politics = {

		parties = {
			democratic = {
				popularity = 99
			}

			fascism = {
				popularity = 0
			}

			communism = {
				popularity = 1
				#banned = no #default is no
			}
		}

		ruling_party = democratic
		last_election = "1936.11.3"
		election_frequency = 48
		elections_allowed = yes
	}
}

create_country_leader = {
	name = "Franklin Delano Roosevelt"
	desc = "POLITICS_FRANKLIN_DELANO_ROOSEVELT_DESC"
	picture = "Portrait_USA_Franklin_Roosevelt.dds"
	expire = "1947.1.1"
	ideology = liberalism
	traits = {
		dislikes_germany
	}
}

create_country_leader = {
	name = "William Dudley Pelley"
	desc = "POLITICS_WILLIAM_DUDLEY_PELLEY_DESC"
	picture = "Portrait_USA_William_Dudley_Pelley.dds"
	expire = "1965.1.1"
	ideology = fascism_ideology
	traits = {

	}
}

create_country_leader = {
	name = "Earl Browder"
	desc = "POLITICS_EARL_BROWDER_DESC"
	picture = "Portrait_USA_Generic_1.dds"
	expire = "1965.1.1"
	ideology = marxism
	traits = {

	}
}

create_corps_commander = {
	name = "George S. Patton"
		picture = "Portrait_USA_George_S_Patton.dds"
	traits = {  trickster panzer_leader }
	skill = 5

}

create_corps_commander = {
	name = "Omar Bradley"
		picture = "Portrait_USA_Omar_Bradley.dds"
	traits = {  trait_engineer  }
	skill = 5

}

create_field_marshal = {
	name = "Dwight D. Eisenhower"
		picture = "Portrait_USA_Dwight_D_Eisenhower.dds"
	traits = { logistics_wizard offensive_doctrine }
	skill = 5

}

create_corps_commander = {
	name = "Geoffrey Keyes"
		picture = "Portrait_USA_Geoffrey_Keyes.dds"
	traits = { panzer_leader }
	skill = 2

}

create_corps_commander = {
	name = "Lucian Truscott"
		picture = "Portrait_USA_Lucian_Truscott.dds"
	traits = { trait_engineer  }
	skill = 3

}

create_corps_commander = {
	name = "Mark Clark"
		picture = "Portrait_USA_Mark_W_Clark.dds"
	traits = {  }
	skill = 4

}

create_field_marshal = {
	name = "Douglas MacArthur"
	id = 57
		picture = "Portrait_USA_Douglas_MacArthur.dds"
	traits = { defensive_doctrine offensive_doctrine  }
	skill = 4

}

create_corps_commander = {
	name = "Walter Krueger"
		picture = "Portrait_USA_Walter_Krueger.dds"
	traits = {  }
	skill = 3

}

create_corps_commander = {
	name = "Lloyd Fredendall"
		picture = "Portrait_USA_Lloyd_Fredendall.dds"
	traits = {  }
	skill = 2

}

create_corps_commander = {
	name = "Leslie McNair"
		picture = "Portrait_USA_Lesley_McNair.dds"
	traits = {  old_guard }
	skill = 2

}

create_corps_commander = {
	name = "Jonathan Wainwright"
		picture = "Portrait_USA_Jonathan_Wainwright.dds"
	traits = {  }
	skill = 1
}

create_corps_commander = {
	name = "Russell Hartle"
		picture = "Portrait_USA_Russell_P_Hartle.dds"
	traits = {  }
	skill = 1
	rank = 1
}

create_corps_commander = {
	name = "Leonard Gerow"
	picture = "Portrait_USA_Leonard_T_Gerow.dds"
	traits = {  }
	skill = 3
}

create_corps_commander = {
	name = "Edward Brooks"
		picture = "Portrait_USA_Edward_Brooks.dds"
	traits = { panzer_leader }
	skill = 2
}

create_corps_commander = {
	name = "Clarence Huebner"
		picture = "Portrait_USA_Clarence_Huebner.dds"
	traits = {  }
	skill = 2
}

create_corps_commander = {
	name = "Alexander Patch"
		picture = "Portrait_USA_Alexander_Patch.dds"
	traits = {  commando }
	skill = 3

}

create_corps_commander = {
	name = "William Simpson"
		picture = "Portrait_USA_William_Hood_Simpson.dds"
	traits = {  }
	skill = 3

}

create_corps_commander = {
	name = "J. Lawton Collins"
		picture = "Portrait_USA_Lawton_Collins.dds"
	traits = {  trickster }
	skill = 3

}

create_corps_commander = {
	name = "Courtney Hodges"
		picture = "Portrait_USA_Cortney_Hodges.dds"
	traits = {  panzer_leader }
	skill = 4

}

create_corps_commander = {
	name = "Joseph Stilwell"
		picture = "Portrait_USA_Joseph_Stilwell.dds"
	traits = {  }
	skill = 1
}

create_corps_commander = {
	name = "Oscar Griswold"
		picture = "Portrait_USA_Oscar_Griswold.dds"
	traits = {   }
	skill = 2
}

create_corps_commander = {
	name = "Maurice Rose"
		picture = "Portrait_USA_Maurice_Rose.dds"
	traits = { panzer_leader  }
	skill = 3
}

create_navy_leader = {
	name = "Ernest King"
		picture = "Portrait_USA_Earnest_King.dds"
	traits = { blockade_runner superior_tactician }
	skill = 5
}

create_navy_leader = {
	name = "Chester W. Nimitz"
		picture = "Portrait_USA_Chester_W_Nimitz.dds"
	traits = { superior_tactician spotter }
	skill = 5
}

create_navy_leader = {
	name = "William Halsey, Jr."
		picture = "Portrait_USA_William_Halsey_Jr.dds"
	traits = { superior_tactician spotter }
	skill = 4
}

create_navy_leader = {
	name = "Frank Jack Fletcher"
		picture = "Portrait_USA_Frank_Jack_Fletcher.dds"
	traits = { superior_tactician spotter }
	skill = 3
}

create_navy_leader = {
	name = "Raymond A. Spruance"
		picture = "Portrait_USA_Raymond_A_Spruance.dds"
	traits = { superior_tactician }
	skill = 4
}

create_navy_leader = {
	name = "Harold Rainsford Stark"
		picture = "Portrait_USA_Harold_Rainsford_Stark.dds"
	traits = { blockade_runner spotter }
	skill = 2
}

create_navy_leader = {
	name = "Arleigh Burke"
		picture = "Portrait_USA_Arleigh_Burke.dds"
	traits = { old_guard_navy superior_tactician }
	skill = 4
}

create_navy_leader = {
	name = "Charles M. Cooke, Jr."
		picture = "Portrait_USA_Charles_M_Cooke.dds"
	traits = {  }
	skill = 2
}

### Ship Variants ###

create_equipment_variant = {
	name = "Barracuda Class"
	type = submarine_1
	upgrades = {
		ship_reliability_upgrade = 1
		sub_engine_upgrade = 1
		sub_stealth_upgrade = 1
		sub_torpedo_upgrade = 1
	}
	obsolete = yes
}

create_equipment_variant = {
	name = "Farragut Class"
	type = destroyer_1
	upgrades = {
		ship_torpedo_upgrade = 3
		destroyer_engine_upgrade = 3
		ship_ASW_upgrade = 3
		ship_anti_air_upgrade = 3
	}
}

create_equipment_variant = {
	name = "Portland Class"
	type = heavy_cruiser_1
	upgrades = {
		ship_reliability_upgrade = 2
		ship_engine_upgrade = 2
		ship_armor_upgrade = 2
		ship_gun_upgrade = 2
	}
}

create_equipment_variant = {
	name = "Pennsylvania Class"
	type = battleship_1
	upgrades = {
		ship_reliability_upgrade = 1
		ship_engine_upgrade = 1
		ship_armor_upgrade = 1
		ship_gun_upgrade = 1
	}
	obsolete = yes
}

create_equipment_variant = {
	name = "New Mexico Class"
	type = battleship_1
	upgrades = {
		ship_reliability_upgrade = 2
		ship_engine_upgrade = 2
		ship_armor_upgrade = 2
		ship_gun_upgrade = 2
	}
}

create_equipment_variant = {
	name = "Colorado Class"
	type = battleship_1
	upgrades = {
		ship_reliability_upgrade = 3
		ship_engine_upgrade = 3
		ship_armor_upgrade = 3
		ship_gun_upgrade = 4
	}
}

create_equipment_variant = {
	name = "Yorktown Class"
	type = carrier_2
	upgrades = {
		ship_deckspace_upgrade = 1
		carrier_armor_upgrade = 1
		ship_engine_upgrade = 1
		ship_reliability_upgrade = 1
	}

}

1939.1.1 = {

	create_equipment_variant = {
		name = "Salmon Class"
		type = submarine_2
		upgrades = {
			ship_reliability_upgrade = 1
			sub_engine_upgrade = 1
			sub_stealth_upgrade = 1
			sub_torpedo_upgrade = 1
		}
	}

	create_equipment_variant = {
		name = "Benson & Gleaves Class"
		type = destroyer_2
		upgrades = {
			ship_torpedo_upgrade = 3
			destroyer_engine_upgrade = 3
			ship_ASW_upgrade = 3
			ship_anti_air_upgrade = 3
		}
	}

	create_equipment_variant = {
		name = "Wasp Class"
		type = carrier_2
		upgrades = {
			ship_deckspace_upgrade = 2
			carrier_armor_upgrade = 2
			ship_engine_upgrade = 2
			ship_reliability_upgrade = 2
		}
	}

	create_equipment_variant = {
		name = "F2A Buffalo"
		type = cv_fighter_equipment_1
		upgrades = {
			cv_plane_gun_upgrade = 5
			cv_plane_range_upgrade = 0
			plane_engine_upgrade = 2
			plane_reliability_upgrade = 5
		}
	}


	# 1941
	#create_equipment_variant = {
	#	name = "South Dakota Class"
	#	type = battleship_2
	#	upgrades = {
	#		ship_reliability_upgrade = 3
	#		ship_engine_upgrade = 3
	#		ship_armor_upgrade = 3
	#		ship_gun_upgrade = 3
	#	}
	#}
}
